timestamp,is_holiday,hour_of_day,day_of_week,month,season,temperature,humidity,wind_speed,aqi,aqi_category,aqi_ma24,aqi_trend,traffic,traffic_intensity,congestion,congestion_duration,energy_consumption,energy_mean,energy_std,energy_anomaly,cumulative_energy
2022-01-01 00:00:00,1,0,5,1,winter,16.4901424590337,83.08104290605169,5.240699830754342,108.08730608246753,Unhealthy for Sensitive Groups,108.08730608246753,0.0,193.9927122489065,0.5513811268579437,False,0,2432.8552304821387,2868.9271266435276,677.0217295404858,0,2432.8552304821387
2022-01-01 01:00:00,1,1,5,1,winter,14.595967202837025,50.97515348715616,6.440913790152139,93.9821660038186,Moderate,101.03473604314307,-6.980341925486826,300.72777149743894,0.7216702269136702,False,0,2508.1503084598503,3165.8029964126017,658.0254365938372,0,4941.005538941989
2022-01-01 02:00:00,1,2,5,1,winter,16.96458582146633,50.22211667690807,3.2828275487400282,92.90150337366528,Moderate,98.32365848665047,-5.5145986189289,232.5850310723985,0.47831605246401937,False,0,2208.6248102301024,3573.1984606166134,917.7207066271006,0,7149.630349172092
2022-01-01 03:00:00,1,3,5,1,winter,19.60136986612819,74.08227740490882,8.391031638499713,91.37400083221569,Moderate,96.58624407304177,-5.396465398203506,276.0896705689935,0.4696577242307455,False,0,2968.1221957787347,3839.3202533067265,941.4835985766592,0,10117.752544950827
2022-01-01 04:00:00,1,4,5,1,winter,14.34058024586326,69.69435504344924,0.9056662296730575,91.83270205535416,Moderate,95.63553566950425,-3.9763813602632605,368.4760453860418,0.5809545814834884,False,0,3867.3087156039555,3983.463881650138,1020.6480188841459,0,13985.061260554781
2022-01-01 05:00:00,1,5,5,1,winter,14.351389550167278,63.821033690526264,7.910818964344058,80.28898664785878,Moderate,93.07777749923001,-13.739897100010825,300.08804878826805,0.43099685969068513,False,0,3007.5456892216794,4170.698593608774,1172.5064379761404,0,16992.606949776462
2022-01-01 06:00:00,1,6,5,1,winter,19.80219889083407,80.43221936908299,4.909628943149676,88.65069427480215,Moderate,92.44533703859746,-4.104742202639148,260.36049656764044,0.38065429406151385,False,0,3597.616669705288,4070.053411286669,934.7111186676805,0,20590.22361948175
2022-01-01 07:00:00,1,7,5,1,winter,17.377624621846355,70.43426610948731,7.005159628543188,76.72038852409669,Moderate,90.47971847428487,-15.20708749121351,289.52968011979294,0.45614647596130153,False,0,3272.462914877262,4259.099274669043,974.8672335657061,0,23862.68653435901
2022-01-01 08:00:00,1,8,5,1,winter,13.677657227900315,72.10920357544134,5.727680868585225,96.42873433010588,Moderate,91.14072023604275,5.802032374078077,372.8430481023238,0.5895135241799655,False,0,2597.1679523451035,4089.604567102369,912.4114289885076,0,26459.854486704113
2022-01-01 09:00:00,1,9,5,1,winter,16.72452042348559,79.97290918784016,5.692068821821604,89.00746614189347,Moderate,90.92739482662782,-2.111496417988321,403.7005282056199,0.6917782001375241,False,0,2688.210205666615,3627.925370149609,939.7552705170771,0,29148.064692370728
