timestamp,temperature,humidity,wind_speed,aqi,aqi_ma24,traffic,congestion,energy_consumption,energy_mean,energy_std
2022-01-01 0:00,16.49014246,83.08104291,5.240699831,108.0873061,108.0873061,193.9927122,FALSE,2432.85523,2868.927127,677.0217295
2022-01-01 1:00,14.5959672,50.97515349,6.44091379,93.982166,101.034736,300.7277715,FALSE,2508.150308,3165.802996,658.0254366
2022-01-01 2:00,16.96458582,50.22211668,3.282827549,92.90150337,98.32365849,232.5850311,FALSE,2208.62481,3573.198461,917.7207066
2022-01-01 3:00,19.60136987,74.0822774,8.391031638,91.37400083,96.58624407,276.0896706,FALSE,2968.122196,3839.320253,941.4835986
2022-01-01 4:00,14.34058025,69.69435504,0.90566623,91.83270206,95.63553567,368.4760454,FALSE,3867.308716,3983.463882,1020.648019
2022-01-01 5:00,14.35138955,63.82103369,7.910818964,80.28898665,93.0777775,300.0880488,FALSE,3007.545689,4170.698594,1172.506438
2022-01-01 6:00,19.80219889,80.43221937,4.909628943,88.65069427,92.44533704,260.3604966,FALSE,3597.61667,4070.053411,934.7111187
2022-01-01 7:00,17.37762462,70.43426611,7.005159629,76.72038852,90.47971847,289.5296801,FALSE,3272.462915,4259.099275,974.8672336
2022-01-01 8:00,13.67765723,72.10920358,5.727680869,96.42873433,91.14072024,372.8430481,FALSE,2597.167952,4089.604567,912.411429
2022-01-01 9:00,16.72452042,79.97290919,5.692068822,89.00746614,90.92739483,403.7005282,FALSE,2688.210206,3627.92537,939.7552705
2022-01-01 10:00,13.71734707,65.656018,6.108508952,54.18938165,87.58757545,356.0360917,FALSE,2690.32131,3506.928113,778.2456887
2022-01-01 11:00,13.72117069,94.80661409,6.618108578,91.32688924,87.89918493,348.3057234,FALSE,1907.673675,3236.522015,824.4723939
2022-01-01 12:00,15.85500651,57.32427914,4.342338347,86.15643113,87.76512695,214.2699349,FALSE,969.6712761,2940.20537,741.6779981
2022-01-01 13:00,9.400038633,85.45389736,7.069598261,89.39154925,87.88129997,163.000828,FALSE,1525.786953,2617.104726,630.6458842
2022-01-01 14:00,9.975885472,96.53160711,2.831058753,81.3738131,87.44746751,99.74145222,FALSE,937.0411334,2226.341427,550.5495501
2022-01-01 15:00,13.47453591,50.86603175,4.989338853,97.13870127,88.05316962,59.02480462,FALSE,1196.3846,2045.524301,492.3573276
2022-01-01 16:00,12.13366458,67.71630779,6.671939849,72.9593696,87.16529903,39.84175448,FALSE,850.422628,1843.650626,383.698435
2022-01-01 17:00,16.12565929,86.00745161,6.990035159,95.78049665,87.64392112,7.529600519,FALSE,1368.60542,1784.156324,403.6056935
2022-01-01 18:00,12.46960432,89.88906389,5.921577697,66.96876526,86.55575502,0,FALSE,888.8343325,1628.326621,375.7960618
2022-01-01 19:00,10.9675246,71.46004139,4.213215124,69.52198484,85.70406651,5.516785885,FALSE,1315.116854,1786.028765,403.9894619
2022-01-01 20:00,19.61214107,54.36779253,6.793415557,91.70733175,85.98993629,30.44408386,FALSE,1423.424201,1760.380915,433.639484
2022-01-01 21:00,14.54862481,84.79041253,3.661267522,75.13648377,85.49659754,69.60605679,FALSE,1587.473727,1897.246526,448.8903258
2022-01-01 22:00,15.43929715,87.31393939,8.502818147,129.5899736,87.41370084,128.3165127,FALSE,992.6463849,2247.4593,585.508394
2022-01-01 23:00,10.97322668,56.55682309,4.830658205,90.64210391,87.54821764,175.2622798,FALSE,2196.774163,2577.62564,603.1971231
2022-01-02 0:00,13.62508164,53.31621362,1.920748612,83.92575211,86.54148622,341.128324,FALSE,3106.788571,3044.450868,703.5070336
2022-01-02 1:00,15.60175603,72.7770942,2.610633064,105.3548407,87.01534767,425.6575353,FALSE,3665.654308,3193.348511,775.8526782
2022-01-02 2:00,11.82676584,82.61364366,5.087287274,66.98316249,85.9354168,517.4315287,FALSE,4755.471848,3636.639805,961.669061
